txn_id,txn_date,period,service_period,account_code,account_name,account_type,counterparty_type,counterparty_id,counterparty_name,counterparty_raw,product_id,product_name,quantity,unit_price,amount,currency,fx_rate,amount_usd,invoice_id,txn_kind,memo,segment,region,industry,plan_tier,contract_type
E0003135,2025-04-14,2025-04,2025-04,6050,Travel & Events,opex,vendor,CARD-UBER,Uber,UBER TRIP HELP.UBER.C,CardSpend,Corporate card,1.0,185.41,-185.41,USD,1.0,-185.41,CARD-202504,card_spend,Corporate card — Uber,,,,,
T0022970,2025-04-14,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00288,Juniper Robotics Ltd,Juniper Robotics Ltd,API,Overage,38048.0,0.02,760.95,USD,1.0,760.95,INV-202504-00288,usage,Metered API overage,Mid-Market,NA,Energy,Pro,annual
T0022994,2025-04-14,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00302,Mosaic Industries GmbH,Mosaic Industries GmbH,API,Overage,8936.0,0.02,178.71,USD,1.0,178.71,INV-202504-00302,usage,Metered API overage,Mid-Market,NA,Energy,Business,annual
T0023064,2025-04-14,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00342,Zephyr Logic Corp,Zephyr Logic Corp,API,Overage,11315.0,0.02,226.31,USD,1.0,226.31,INV-202504-00342,usage,Metered API overage,Mid-Market,NA,Retail,Pro,monthly
T0023281,2025-04-14,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00479,Drayton Dynamics Co,Drayton Dynamics Co,API,Overage,288.0,0.02,6.32,EUR,1.0954,5.77,INV-202504-00479,usage,Metered API overage,SMB,EMEA,Retail,Starter,monthly
T0023358,2025-04-14,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00530,Vertex Collective Corp,Vertex Collective Corp,API,Overage,565.0,0.02,11.31,USD,1.0,11.31,INV-202504-00530,usage,Metered API overage,SMB,NA,Energy,Pro,monthly
T0023448,2025-04-14,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00590,Drayton Holdings Co,Drayton Holdings Co,API,Overage,44967.0,0.02,899.34,USD,1.0,899.34,INV-202504-00590,usage,Metered API overage,Mid-Market,NA,Logistics,Pro,monthly
T0023465,2025-04-14,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00600,Mosaic Networks Corp,Mosaic Networks Corp,API,Overage,1151.0,0.02,23.02,USD,1.0,23.02,INV-202504-00600,usage,Metered API overage,SMB,NA,Logistics,Business,monthly
T0023527,2025-04-14,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00633,Granite Systems Inc,Granite Systems Inc,API,Overage,735.0,0.02,14.7,USD,1.0,14.7,INV-202504-00633,usage,Metered API overage,SMB,APAC,Media,Starter,monthly
E0003066,2025-04-15,2025-04,2025-04,5000,Hosting & Infrastructure,cogs,vendor,V0002,Cloudflare,CLOUDFLARE,Cloud,Cloud,1.0,8139.3,-8139.3,USD,1.0,-8139.3,BILL-202504-V0002,recurring_spend,Cloudflare — monthly,,,,,
E0003089,2025-04-15,2025-04,2025-04,6030,Marketing,opex,vendor,CARD-META,Meta Ads,META PLATFORMS ADS,CardSpend,Corporate card,1.0,482.06,-482.06,USD,1.0,-482.06,CARD-202504,card_spend,Corporate card — Meta Ads,,,,,
E0003107,2025-04-15,2025-04,2025-04,6050,Travel & Events,opex,vendor,CARD-MARR,Marriott Hotels,COURTYARD BY MARRIOTT,CardSpend,Corporate card,1.0,1182.91,-1182.91,USD,1.0,-1182.91,CARD-202504,card_spend,Corporate card — Marriott Hotels,,,,,
E0003127,2025-04-15,2025-04,2025-04,6060,Facilities,opex,vendor,CARD-DOOR,DoorDash,DD DOORDASH,CardSpend,Corporate card,1.0,1586.73,-1586.73,USD,1.0,-1586.73,CARD-202504,card_spend,Corporate card — DoorDash,,,,,
E0003130,2025-04-15,2025-04,2025-04,6020,Software & Tools,opex,vendor,CARD-OPEN,OpenAI,OPENAI *API,CardSpend,Corporate card,1.0,1565.23,-1565.23,USD,1.0,-1565.23,CARD-202504,card_spend,Corporate card — OpenAI,,,,,
E0003137,2025-04-15,2025-04,2025-04,6020,Software & Tools,opex,vendor,CARD-OPEN,OpenAI,"OPENAI, LLC",CardSpend,Corporate card,1.0,494.11,-494.11,USD,1.0,-494.11,CARD-202504,card_spend,Corporate card — OpenAI,,,,,
E0003140,2025-04-15,2025-04,2025-04,6050,Travel & Events,opex,vendor,CARD-DELT,Delta Air Lines,DL*AIR 006,CardSpend,Corporate card,1.0,968.75,-968.75,USD,1.0,-968.75,CARD-202504,card_spend,Corporate card — Delta Air Lines,,,,,
E0003180,2025-04-15,2025-04,2025-04,6060,Facilities,opex,vendor,CARD-DOOR,DoorDash,DOORDASH*ORDER,CardSpend,Corporate card,1.0,890.29,-890.29,USD,1.0,-890.29,CARD-202504,card_spend,Corporate card — DoorDash,,,,,
T0022615,2025-04-15,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00069,Juniper Collective LLC,Juniper Collective LLC,API,Overage,201219.0,0.02,4024.37,USD,1.0,4024.37,INV-202504-00069,usage,Metered API overage,Enterprise,APAC,Education,Business,annual
T0022840,2025-04-15,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00206,Palisade Capital Inc,Palisade Capital Inc,API,Overage,22477.0,0.02,492.42,EUR,1.0954,449.54,INV-202504-00206,usage,Metered API overage,Mid-Market,EMEA,Healthcare,Business,annual
T0022920,2025-04-15,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00258,Thicket Freight PLC,Thicket Freight PLC,API,Overage,22625.0,0.02,495.66,EUR,1.0954,452.5,INV-202504-00258,usage,Metered API overage,SMB,EMEA,Retail,Business,monthly
T0023149,2025-04-15,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00395,Wexford Dynamics PLC,Wexford Dynamics PLC,API,Overage,220047.0,0.02,4400.93,USD,1.0,4400.93,INV-202504-00395,usage,Metered API overage,Enterprise,NA,Fintech,Pro,annual
T0023209,2025-04-15,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00432,Basalt Analytics Inc,Basalt Analytics Inc,API,Overage,27588.0,0.02,604.41,EUR,1.0954,551.77,INV-202504-00432,usage,Metered API overage,Mid-Market,EMEA,Logistics,Business,monthly
T0023443,2025-04-15,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00587,Drayton Robotics GmbH,Drayton Robotics GmbH,API,Overage,344.0,0.02,7.54,EUR,1.0954,6.88,INV-202504-00587,usage,Metered API overage,SMB,EMEA,Education,Pro,monthly
T0023467,2025-04-15,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00601,Arden Freight GmbH,Arden Freight GmbH,API,Overage,2005.0,0.02,40.09,USD,1.0,40.09,INV-202504-00601,usage,Metered API overage,SMB,APAC,Gaming,Pro,monthly
E0003108,2025-04-16,2025-04,2025-04,6050,Travel & Events,opex,vendor,CARD-UNIT,United Airlines,UAL*TICKET 016,CardSpend,Corporate card,1.0,427.62,-427.62,USD,1.0,-427.62,CARD-202504,card_spend,Corporate card — United Airlines,,,,,
E0003109,2025-04-16,2025-04,2025-04,6020,Software & Tools,opex,vendor,CARD-GITH,GitHub,MSFT*GITHUB,CardSpend,Corporate card,1.0,1713.01,-1713.01,USD,1.0,-1713.01,CARD-202504,card_spend,Corporate card — GitHub,,,,,
E0003147,2025-04-16,2025-04,2025-04,6020,Software & Tools,opex,vendor,CARD-OPEN,OpenAI,OPENAI *CHATGPT,CardSpend,Corporate card,1.0,896.88,-896.88,USD,1.0,-896.88,CARD-202504,card_spend,Corporate card — OpenAI,,,,,
E0003163,2025-04-16,2025-04,2025-04,6020,Software & Tools,opex,vendor,CARD-GITH,GitHub,GITHUB *ENTERPRISE,CardSpend,Corporate card,1.0,287.2,-287.2,USD,1.0,-287.2,CARD-202504,card_spend,Corporate card — GitHub,,,,,
T0022517,2025-04-16,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00013,Quarry Robotics LLC,Quarry Robotics LLC,API,Overage,274.0,0.02,5.48,USD,1.0,5.48,INV-202504-00013,usage,Metered API overage,SMB,APAC,Education,Starter,monthly
T0022521,2025-04-16,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00015,Norwood Solutions Inc,Norwood Solutions Inc,API,Overage,7169.0,0.02,143.38,USD,1.0,143.38,INV-202504-00015,usage,Metered API overage,SMB,APAC,Energy,Business,annual
T0022542,2025-04-16,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00032,Orchard Collective PLC,Orchard Collective PLC,API,Overage,1619.0,0.02,32.37,USD,1.0,32.37,INV-202504-00032,usage,Metered API overage,SMB,APAC,Manufacturing,Starter,monthly
T0022610,2025-04-16,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00066,Zephyr Data GmbH,Zephyr Data GmbH,API,Overage,5352.0,0.02,107.05,USD,1.0,107.05,INV-202504-00066,usage,Metered API overage,Mid-Market,NA,Fintech,Pro,annual
T0022825,2025-04-16,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00195,Granite Data PLC,Granite Data PLC,API,Overage,5305.0,0.02,116.23,EUR,1.0954,106.11,INV-202504-00195,usage,Metered API overage,Mid-Market,EMEA,Logistics,Starter,monthly
T0023050,2025-04-16,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00337,Umbra Labs Inc,Umbra Labs Inc,API,Overage,2598.0,0.02,51.97,USD,1.0,51.97,INV-202504-00337,usage,Metered API overage,SMB,NA,Real Estate,Starter,monthly
T0023169,2025-04-16,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00402,Verity Solutions Co,Verity Solutions Co,API,Overage,27430.0,0.02,548.6,USD,1.0,548.6,INV-202504-00402,usage,Metered API overage,Mid-Market,NA,Media,Enterprise,annual
T0023175,2025-04-16,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00409,Cobalt Group Inc,Cobalt Group Inc,API,Overage,8689.0,0.02,173.77,USD,1.0,173.77,INV-202504-00409,usage,Metered API overage,SMB,APAC,Logistics,Business,monthly
T0023196,2025-04-16,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00422,Stanton Analytics Co,Stanton Analytics Co,API,Overage,83982.0,0.02,1679.64,USD,1.0,1679.64,INV-202504-00422,usage,Metered API overage,SMB,NA,Gaming,Pro,annual
T0023469,2025-04-16,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00602,Vertex Solutions Co,Vertex Solutions Co,API,Overage,1338.0,0.02,26.76,USD,1.0,26.76,INV-202504-00602,usage,Metered API overage,Mid-Market,NA,Logistics,Starter,annual
T0023544,2025-04-16,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00643,Cardinal Collective GmbH,Cardinal Collective GmbH,API,Overage,6371.0,0.02,139.58,EUR,1.0954,127.42,INV-202504-00643,usage,Metered API overage,SMB,EMEA,Energy,Enterprise,monthly
CM0022658,2025-04-17,2025-04,2025-04,4090,Credits & Refunds,revenue,customer,C00095,Stanton Solutions PLC,Stanton Solutions PLC,CORE,Credit,1.0,-13.67,-13.67,USD,1.0,-13.67,INV-202504-00095,credit_memo,Mid-term downgrade proration credit,SMB,NA,Retail,Pro,monthly
E0003101,2025-04-17,2025-04,2025-04,6050,Travel & Events,opex,vendor,CARD-UNIT,United Airlines,UNITED AIRLINES INC,CardSpend,Corporate card,1.0,1324.57,-1324.57,USD,1.0,-1324.57,CARD-202504,card_spend,Corporate card — United Airlines,,,,,
E0003118,2025-04-17,2025-04,2025-04,6050,Travel & Events,opex,vendor,CARD-UNIT,United Airlines,UNITED AIRLINES INC,CardSpend,Corporate card,1.0,1093.98,-1093.98,USD,1.0,-1093.98,CARD-202504,card_spend,Corporate card — United Airlines,,,,,
E0003153,2025-04-17,2025-04,2025-04,6030,Marketing,opex,vendor,CARD-META,Meta Ads,FACEBK *4RT2Q,CardSpend,Corporate card,1.0,1038.73,-1038.73,USD,1.0,-1038.73,CARD-202504,card_spend,Corporate card — Meta Ads,,,,,
E0003169,2025-04-17,2025-04,2025-04,6060,Facilities,opex,vendor,CARD-DOOR,DoorDash,DD *DOORDASH TEAM,CardSpend,Corporate card,1.0,227.25,-227.25,USD,1.0,-227.25,CARD-202504,card_spend,Corporate card — DoorDash,,,,,
E0003176,2025-04-17,2025-04,2025-04,6020,Software & Tools,opex,vendor,CARD-SLAC,Slack Technologies,SLACK *T02F1,CardSpend,Corporate card,1.0,738.86,-738.86,USD,1.0,-738.86,CARD-202504,card_spend,Corporate card — Slack Technologies,,,,,
T0022589,2025-04-17,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00054,Ember Interactive SA,Ember Interactive SA,API,Overage,6169.0,0.02,123.37,USD,1.0,123.37,INV-202504-00054,usage,Metered API overage,SMB,NA,Fintech,Business,annual
T0022601,2025-04-17,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00062,Verity Logic GmbH,Verity Logic GmbH,API,Overage,950.0,0.02,19.0,USD,1.0,19.0,INV-202504-00062,usage,Metered API overage,SMB,NA,Manufacturing,Enterprise,monthly
T0023088,2025-04-17,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00358,Thicket Partners SA,Thicket Partners SA,API,Overage,7031.0,0.02,140.62,USD,1.0,140.62,INV-202504-00358,usage,Metered API overage,Mid-Market,NA,Logistics,Starter,monthly
T0023323,2025-04-17,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00511,Pioneer Solutions SA,Pioneer Solutions SA,API,Overage,536345.0,0.02,10726.9,USD,1.0,10726.9,INV-202504-00511,usage,Metered API overage,Enterprise,NA,Gaming,Pro,annual
E0003093,2025-04-18,2025-04,2025-04,6050,Travel & Events,opex,vendor,CARD-UNIT,United Airlines,UAL*TICKET 016,CardSpend,Corporate card,1.0,1419.38,-1419.38,USD,1.0,-1419.38,CARD-202504,card_spend,Corporate card — United Airlines,,,,,
E0003126,2025-04-18,2025-04,2025-04,6050,Travel & Events,opex,vendor,CARD-UNIT,United Airlines,UNITED 0162345678,CardSpend,Corporate card,1.0,1573.75,-1573.75,USD,1.0,-1573.75,CARD-202504,card_spend,Corporate card — United Airlines,,,,,
E0003164,2025-04-18,2025-04,2025-04,6030,Marketing,opex,vendor,CARD-META,Meta Ads,META PLATFORMS ADS,CardSpend,Corporate card,1.0,584.76,-584.76,USD,1.0,-584.76,CARD-202504,card_spend,Corporate card — Meta Ads,,,,,
T0022631,2025-04-18,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00077,Ember Collective LLC,Ember Collective LLC,API,Overage,9717.0,0.02,194.34,USD,1.0,194.34,INV-202504-00077,usage,Metered API overage,SMB,NA,Gaming,Business,monthly
T0022642,2025-04-18,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00085,Drayton Group GmbH,Drayton Group GmbH,API,Overage,219654.0,0.02,4812.19,EUR,1.0954,4393.09,INV-202504-00085,usage,Metered API overage,Mid-Market,EMEA,Retail,Business,annual
T0022772,2025-04-18,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00164,Drayton Health Corp,Drayton Health Corp,API,Overage,13692.0,0.02,299.97,EUR,1.0954,273.85,INV-202504-00164,usage,Metered API overage,Mid-Market,EMEA,Energy,Pro,monthly
T0022844,2025-04-18,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00210,Mosaic Collective Corp,Mosaic Collective Corp,API,Overage,22926.0,0.02,458.53,USD,1.0,458.53,INV-202504-00210,usage,Metered API overage,SMB,APAC,Energy,Pro,monthly
T0022998,2025-04-18,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00306,Rowan Works Inc,Rowan Works Inc,API,Overage,661.0,0.02,13.23,USD,1.0,13.23,INV-202504-00306,usage,Metered API overage,SMB,NA,Gaming,Starter,annual
T0023070,2025-04-18,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00345,Palisade Collective Co,Palisade Collective Co,API,Overage,5370.0,0.02,107.41,USD,1.0,107.41,INV-202504-00345,usage,Metered API overage,SMB,NA,Education,Pro,annual
T0023326,2025-04-18,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00513,Drayton Partners LLC,Drayton Partners LLC,API,Overage,7302.0,0.02,146.05,USD,1.0,146.05,INV-202504-00513,usage,Metered API overage,SMB,NA,Retail,Business,monthly
T0023382,2025-04-18,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00543,Meridian Robotics LLC,Meridian Robotics LLC,API,Overage,1552.0,0.02,34.01,EUR,1.0954,31.05,INV-202504-00543,usage,Metered API overage,SMB,EMEA,Education,Pro,monthly
T0023461,2025-04-18,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00599,Rowan Data Inc,Rowan Data Inc,API,Overage,2730.0,0.02,54.61,USD,1.0,54.61,INV-202504-00599,usage,Metered API overage,SMB,NA,Real Estate,Starter,annual
E0003078,2025-04-21,2025-04,2025-04,6030,Marketing,opex,vendor,V0015,LinkedIn Marketing,linkedin.com,Marketing,Marketing,1.0,45916.14,-45916.14,USD,1.0,-45916.14,BILL-202504-V0015,recurring_spend,LinkedIn Marketing — monthly,,,,,
E0003098,2025-04-21,2025-04,2025-04,6020,Software & Tools,opex,vendor,CARD-APPL,Apple Store,APPLE STORE R123,CardSpend,Corporate card,1.0,248.9,-248.9,USD,1.0,-248.9,CARD-202504,card_spend,Corporate card — Apple Store,,,,,
E0003102,2025-04-21,2025-04,2025-04,6050,Travel & Events,opex,vendor,CARD-MARR,Marriott Hotels,COURTYARD BY MARRIOTT,CardSpend,Corporate card,1.0,485.66,-485.66,USD,1.0,-485.66,CARD-202504,card_spend,Corporate card — Marriott Hotels,,,,,
E0003119,2025-04-21,2025-04,2025-04,6050,Travel & Events,opex,vendor,CARD-UNIT,United Airlines,UNITED 0162345678,CardSpend,Corporate card,1.0,648.84,-648.84,USD,1.0,-648.84,CARD-202504,card_spend,Corporate card — United Airlines,,,,,
E0003122,2025-04-21,2025-04,2025-04,6020,Software & Tools,opex,vendor,CARD-GOOG,Google Workspace,GSUITE_acme.io,CardSpend,Corporate card,1.0,203.71,-203.71,USD,1.0,-203.71,CARD-202504,card_spend,Corporate card — Google Workspace,,,,,
E0003166,2025-04-21,2025-04,2025-04,6030,Marketing,opex,vendor,CARD-META,Meta Ads,FB *ADS 8812,CardSpend,Corporate card,1.0,4667.25,-4667.25,USD,1.0,-4667.25,CARD-202504,card_spend,Corporate card — Meta Ads,,,,,
E0003181,2025-04-21,2025-04,2025-04,6020,Software & Tools,opex,vendor,CARD-GOOG,Google Workspace,GSUITE_acme.io,CardSpend,Corporate card,1.0,2244.22,-2244.22,USD,1.0,-2244.22,CARD-202504,card_spend,Corporate card — Google Workspace,,,,,
T0022622,2025-04-21,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00073,Palisade Capital Ltd,Palisade Capital Ltd,API,Overage,7396.0,0.02,147.93,USD,1.0,147.93,INV-202504-00073,usage,Metered API overage,SMB,NA,Media,Enterprise,monthly
T0022804,2025-04-21,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00182,Orchard Systems SA,Orchard Systems SA,API,Overage,11506.0,0.02,252.08,EUR,1.0954,230.12,INV-202504-00182,usage,Metered API overage,SMB,EMEA,Fintech,Business,monthly
T0022857,2025-04-21,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00215,Ember Partners SA,Ember Partners SA,API,Overage,19113.0,0.02,418.73,EUR,1.0954,382.27,INV-202504-00215,usage,Metered API overage,Mid-Market,EMEA,Fintech,Starter,annual
T0023017,2025-04-21,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00318,Drayton Data Inc,Drayton Data Inc,API,Overage,333.0,0.02,6.66,USD,1.0,6.66,INV-202504-00318,usage,Metered API overage,SMB,NA,Education,Pro,monthly
T0023166,2025-04-21,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00401,Larkin Health PLC,Larkin Health PLC,API,Overage,1363.0,0.02,29.87,EUR,1.0954,27.27,INV-202504-00401,usage,Metered API overage,SMB,EMEA,Real Estate,Pro,monthly
T0023338,2025-04-21,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00521,Pioneer Dynamics PLC,Pioneer Dynamics PLC,API,Overage,2689.0,0.02,53.78,USD,1.0,53.78,INV-202504-00521,usage,Metered API overage,SMB,NA,Energy,Pro,monthly
T0023376,2025-04-21,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00541,Vertex Health Inc,Vertex Health Inc,API,Overage,231.0,0.02,5.06,EUR,1.0954,4.62,INV-202504-00541,usage,Metered API overage,SMB,EMEA,Gaming,Starter,monthly
T0023535,2025-04-21,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00637,Drayton Partners GmbH,Drayton Partners GmbH,API,Overage,1486.0,0.02,29.71,USD,1.0,29.71,INV-202504-00637,usage,Metered API overage,SMB,APAC,Healthcare,Business,monthly
E0003114,2025-04-22,2025-04,2025-04,6060,Facilities,opex,vendor,CARD-DOOR,DoorDash,DD *DOORDASH TEAM,CardSpend,Corporate card,1.0,130.09,-130.09,USD,1.0,-130.09,CARD-202504,card_spend,Corporate card — DoorDash,,,,,
E0003143,2025-04-22,2025-04,2025-04,6050,Travel & Events,opex,vendor,CARD-UBER,Uber,UBER TRIP HELP.UBER.C,CardSpend,Corporate card,1.0,162.89,-162.89,USD,1.0,-162.89,CARD-202504,card_spend,Corporate card — Uber,,,,,
E0003178,2025-04-22,2025-04,2025-04,6050,Travel & Events,opex,vendor,CARD-MARR,Marriott Hotels,MARRIOTT HTL SF,CardSpend,Corporate card,1.0,749.11,-749.11,USD,1.0,-749.11,CARD-202504,card_spend,Corporate card — Marriott Hotels,,,,,
T0022897,2025-04-22,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00247,Basalt Robotics Corp,Basalt Robotics Corp,API,Overage,677.0,0.02,13.54,USD,1.0,13.54,INV-202504-00247,usage,Metered API overage,SMB,NA,Fintech,Starter,monthly
T0023054,2025-04-22,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00338,Pioneer Networks Inc,Pioneer Networks Inc,API,Overage,2915.0,0.02,58.31,USD,1.0,58.31,INV-202504-00338,usage,Metered API overage,Mid-Market,NA,Retail,Starter,monthly
T0023058,2025-04-22,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00340,Drayton Capital LLC,Drayton Capital LLC,API,Overage,1180.0,0.02,23.59,USD,1.0,23.59,INV-202504-00340,usage,Metered API overage,Mid-Market,NA,Manufacturing,Starter,monthly
T0023162,2025-04-22,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00400,Halcyon Capital Ltd,Halcyon Capital Ltd,API,Overage,3728.0,0.02,74.55,USD,1.0,74.55,INV-202504-00400,usage,Metered API overage,SMB,APAC,Logistics,Pro,monthly
T0023191,2025-04-22,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00420,Orchard Analytics SA,Orchard Analytics SA,API,Overage,2081.0,0.02,41.61,USD,1.0,41.61,INV-202504-00420,usage,Metered API overage,SMB,NA,Retail,Enterprise,monthly
T0023387,2025-04-22,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00545,Juniper Systems PLC,Juniper Systems PLC,API,Overage,99469.0,0.02,1989.39,USD,1.0,1989.39,INV-202504-00545,usage,Metered API overage,Enterprise,NA,Manufacturing,Pro,annual
T0023399,2025-04-22,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00556,Umbra Labs Ltd,Umbra Labs Ltd,API,Overage,286.0,0.02,5.73,USD,1.0,5.73,INV-202504-00556,usage,Metered API overage,SMB,NA,Logistics,Starter,monthly
T0023475,2025-04-22,2025-04,2025-04,4010,Usage Revenue,revenue,customer,C00606,Palisade Group Inc,Palisade Group Inc,API,Overage,189.0,0.02,3.77,USD,1.0,3.77,INV-202504-00606,usage,Metered API overage,SMB,NA,Manufacturing,Pro,monthly
E0003086,2025-04-23,2025-04,2025-04,6020,Software & Tools,opex,vendor,CARD-GITH,GitHub,GITHUB *ENTERPRISE,CardSpend,Corporate card,1.0,439.97,-439.97,USD,1.0,-439.97,CARD-202504,card_spend,Corporate card — GitHub,,,,,
E0003100,2025-04-23,2025-04,2025-04,6060,Facilities,opex,vendor,CARD-DOOR,DoorDash,DD DOORDASH,CardSpend,Corporate card,1.0,484.19,-484.19,USD,1.0,-484.19,CARD-202504,card_spend,Corporate card — DoorDash,,,,,
E0003112,2025-04-23,2025-04,2025-04,6020,Software & Tools,opex,vendor,CARD-GITH,GitHub,MSFT*GITHUB,CardSpend,Corporate card,1.0,983.02,-983.02,USD,1.0,-983.02,CARD-202504,card_spend,Corporate card — GitHub,,,,,
E0003113,2025-04-23,2025-04,2025-04,6060,Facilities,opex,vendor,CARD-DOOR,DoorDash,DD DOORDASH,CardSpend,Corporate card,1.0,132.74,-132.74,USD,1.0,-132.74,CARD-202504,card_spend,Corporate card — DoorDash,,,,,
E0003148,2025-04-23,2025-04,2025-04,6020,Software & Tools,opex,vendor,CARD-APPL,Apple Store,APL*ITUNES,CardSpend,Corporate card,1.0,236.13,-236.13,USD,1.0,-236.13,CARD-202504,card_spend,Corporate card — Apple Store,,,,,
E0003175,2025-04-23,2025-04,2025-04,6050,Travel & Events,opex,vendor,CARD-UBER,Uber,UBER *TRIP,CardSpend,Corporate card,1.0,819.18,-819.18,USD,1.0,-819.18,CARD-202504,card_spend,Corporate card — Uber,,,,,
T0022505,2025-04-23,2025-04,2025-04,4000,Subscription Revenue,revenue,customer,C00007,Fenwick Freight PLC,Fenwick Freight PLC,CORE,Core Platform,28.83,17.6328,508.35,USD,1.0,508.35,INV-202504-00007,subscription,Core Platform — Apr 2025,SMB,NA,Media,Starter,monthly
T0022506,2025-04-23,2025-04,2025-04,4000,Subscription Revenue,revenue,customer,C00007,Fenwick Freight PLC,Fenwick Freight PLC,SEC,Security Suite,27.66,7.9348,219.48,USD,1.0,219.48,INV-202504-00007,subscription,Security Suite — Apr 2025,SMB,NA,Media,Starter,monthly
T0022533,2025-04-23,2025-04,2025-04,4000,Subscription Revenue,revenue,customer,C00024,Mosaic Works GmbH,Mosaic Works GmbH,CORE,Core Platform,21.55,127.6425,2750.7,USD,1.0,2750.7,INV-202504-00024,subscription,Core Platform — Apr 2025,SMB,APAC,Energy,Enterprise,monthly
T0022551,2025-04-23,2025-04,2025-04,4000,Subscription Revenue,revenue,customer,C00037,Cardinal Works SA,Cardinal Works SA,CORE,Core Platform,27.58,69.81,1925.36,USD,1.0,1925.36,INV-202504-00037,subscription,Core Platform — Apr 2025,SMB,NA,Media,Business,monthly
T0022552,2025-04-23,2025-04,2025-04,4000,Subscription Revenue,revenue,customer,C00037,Cardinal Works SA,Cardinal Works SA,API,API Gateway,21.98,15.3582,337.57,USD,1.0,337.57,INV-202504-00037,subscription,API Gateway — Apr 2025,SMB,NA,Media,Business,monthly
T0022568,2025-04-23,2025-04,2025-04,4000,Subscription Revenue,revenue,customer,C00044,Norwood Works Ltd,Norwood Works Ltd,CORE,Core Platform,31.33,129.5676,4059.35,USD,1.0,4059.35,INV-202504-00044,subscription,Core Platform — Apr 2025,Mid-Market,NA,Healthcare,Enterprise,annual
T0022569,2025-04-23,2025-04,2025-04,4000,Subscription Revenue,revenue,customer,C00044,Norwood Works Ltd,Norwood Works Ltd,ANALYTICS,Analytics Add-on,27.67,38.8703,1075.54,USD,1.0,1075.54,INV-202504-00044,subscription,Analytics Add-on — Apr 2025,Mid-Market,NA,Healthcare,Enterprise,annual
T0022570,2025-04-23,2025-04,2025-04,4000,Subscription Revenue,revenue,customer,C00044,Norwood Works Ltd,Norwood Works Ltd,SEC,Security Suite,23.84,58.3054,1390.0,USD,1.0,1390.0,INV-202504-00044,subscription,Security Suite — Apr 2025,Mid-Market,NA,Healthcare,Enterprise,annual
